,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change,cat
1233,WBGene00045311,,Y57G11C.57,Live,pseudogene,4.316396983,-1.381115747,0.576331063,4.093523226,14.53332659,0,1.370838733,3.734283425,2.166409929,no_change,
725,WBGene00016737,miro-2,C47C12.4,Live,pseudogene,7.30143866,-1.389010279,0.413085948,15.69183903,6.920631707,9.095506299,0,5.601425137,6.499229788,no_change,
119,WBGene00005709,sru-46,C45H4.5,Live,pseudogene,0.341126935,-1.402397907,,2.046761613,0,0,0,0,0,no_change,
414,WBGene00012706,sre-17,Y39C12A.4,Live,pseudogene,0.341126935,-1.402397907,,2.046761613,0,0,0,0,0,no_change,
1151,WBGene00044695,fbxb-27,ZC204.16,Live,pseudogene,0.341126935,-1.402397907,,2.046761613,0,0,0,0,0,no_change,
226,WBGene00007870,,C32H11.7,Live,pseudogene,33.15347666,-1.403310093,0.07184883,30.70142419,56.74918,55.97234645,13.70838733,29.8742674,11.91525461,no_change,
908,WBGene00021673,,Y48G1BM.8,Live,pseudogene,53.61500414,-1.40910607,0.012466059,83.23497225,61.59362219,89.55575433,34.27096832,20.53855884,32.49614894,down,
191,WBGene00006939,wee-1.2,C01G12.4,Live,pseudogene,4.294057148,-1.413059666,0.495645683,6.822538709,1.384126341,10.49481496,4.112516198,1.867141712,1.083204965,no_change,
858,WBGene00020458,fbxa-70,T12B5.12,Live,pseudogene,5.500598595,-1.414251993,0.548778299,4.093523226,4.152379024,16.09204961,0,0,8.665639717,no_change,
621,WBGene00014906,fbxa-109,Y51A2A.8,Live,pseudogene,0.344396702,-1.414895889,,0.682253871,1.384126341,0,0,0,0,no_change,
605,WBGene00014881,,Y39B6A.t7,Live,pseudogene,0.346031585,-1.421111801,,0,2.076189512,0,0,0,0,no_change,
1265,WBGene00050945,,C45B11.7,Live,pseudogene,7.474844168,-1.429348251,0.369327652,12.96282355,8.996821219,11.19446929,4.112516198,0,7.582434753,no_change,
253,WBGene00008537,,F02H6.4,Live,pseudogene,132.1561277,-1.430310666,0.003989491,156.9183903,177.1681717,242.7800527,43.86683944,108.2942193,63.90909292,down,
27,WBGene00004179,prg-2,C01G5.2,Live,pseudogene,2139.889509,-1.431381114,7.68E-07,3229.789825,2539.179773,3597.622568,1444.864024,1039.997934,987.8829278,down,
47,WBGene00005206,srg-49,Y43B11AR.6,Live,pseudogene,0.349827165,-1.435426227,,0,0,2.098962992,0,0,0,no_change,
117,WBGene00005696,sru-33,C50C10.8,Live,pseudogene,0.349827165,-1.435426227,,0,0,2.098962992,0,0,0,no_change,
1027,WBGene00023332,,R148.t2,Live,pseudogene,0.349827165,-1.435426227,,0,0,2.098962992,0,0,0,no_change,
1249,WBGene00045496,,C08E8.8,Live,pseudogene,0.349827165,-1.435426227,,0,0,2.098962992,0,0,0,no_change,
1402,WBGene00206470,,F13E9.20,Live,pseudogene,0.349827165,-1.435426227,,0,0,2.098962992,0,0,0,no_change,
174,WBGene00006114,str-49,C34D4.7,Live,pseudogene,0.862788032,-1.439766229,,4.093523226,0,0,0,0,1.083204965,no_change,
681,WBGene00015439,,C04E12.10,Live,pseudogene,5.981894026,-1.442832467,0.53398108,10.23380806,2.768252683,13.29343228,9.595871128,0,0,no_change,
1267,WBGene00050948,,Y48B6A.16,Live,pseudogene,14.3052356,-1.443007261,0.162931181,15.00958516,20.76189512,26.58686457,6.854193663,11.20285027,5.416024823,no_change,
63,WBGene00005336,srh-117,K10G4.6,Live,pseudogene,0.864422915,-1.443289277,,3.411269355,0.692063171,0,0,0,1.083204965,no_change,
1003,WBGene00023288,,F49F1.13,Live,pseudogene,0.864422915,-1.443289277,,3.411269355,0.692063171,0,0,0,1.083204965,no_change,
1350,WBGene00077666,,M162.13,Live,pseudogene,0.870592758,-1.455501328,,1.364507742,2.076189512,0.699654331,0,0,1.083204965,no_change,
1214,WBGene00045131,,T04A11.14,Live,pseudogene,0.872597332,-1.459375315,,0,4.152379024,0,0,0,1.083204965,no_change,
108,WBGene00005620,srj-35,T07C12.3,Live,pseudogene,0.880188491,-1.474368663,,0,0,4.197925984,0,0,1.083204965,no_change,
233,WBGene00008048,hpo-41,C40H5.6,Live,pseudogene,4.920127541,-1.487942727,0.460839062,8.187046451,1.384126341,11.89412362,1.370838733,5.601425137,1.083204965,no_change,
403,WBGene00012568,fbxa-212,Y37H2A.8,Live,pseudogene,44.18189721,-1.492418297,0.008634398,59.35608677,66.43806439,69.96543307,26.04593592,20.53855884,22.74730426,no_change,
1355,WBGene00077689,,Y105E8A.34,Live,pseudogene,1.514663063,-1.511179045,,2.046761613,2.076189512,2.798617323,0,0,2.166409929,no_change,
404,WBGene00012569,fbxc-46,Y37H2A.9,Live,pseudogene,49.29816869,-1.517301972,0.007629543,74.36567193,74.74282244,69.26577874,19.19174226,35.47569253,22.74730426,no_change,
264,WBGene00008933,,F18A11.6,Live,pseudogene,51.64892725,-1.519502739,0.01012023,94.83328806,80.2793278,54.57303779,34.27096832,24.27284226,21.66409929,down,
682,WBGene00015440,arrd-20,C04E12.11,Live,pseudogene,4.468770629,-1.529001689,0.528728555,10.91606193,4.844442195,4.197925984,6.854193663,0,0,no_change,
23,WBGene00003673,nhr-83,F48G7.3,Live,pseudogene,15.10045474,-1.61951839,0.131913329,30.70142419,13.84126341,23.78824724,12.33754859,5.601425137,4.332819859,no_change,
1343,WBGene00077653,,Y51A2D.23,Live,pseudogene,4.36360655,-1.626695333,0.49820626,0.682253871,6.920631707,11.89412362,0,5.601425137,1.083204965,no_change,
272,WBGene00009055,,F22D6.14,Live,pseudogene,59.72171684,-1.639183355,0.028053632,94.83328806,114.1904232,63.66854409,19.19174226,11.20285027,55.2434532,down,
1146,WBGene00044642,clec-69,F56D6.15,Live,pseudogene,12.53399263,-1.640996855,0.256131807,16.3740929,24.22221098,16.79170394,0,3.734283425,14.08166454,no_change,
1369,WBGene00175036,,Y71A12B.21,Live,pseudogene,1.620041501,-1.654284821,,4.093523226,3.460315854,0,0,0,2.166409929,no_change,
209,WBGene00007376,,C06C3.5,Live,pseudogene,25.58948695,-1.672510108,0.03646926,25.24339322,54.67299049,37.08167953,12.33754859,11.20285027,12.99845958,no_change,
1453,WBGene00268191,,Y50D4A.12,Live,pseudogene,6.89502074,-1.675836214,0.510135513,29.33691645,0,2.098962992,0,5.601425137,4.332819859,no_change,
1150,WBGene00044691,,F47C12.11,Live,pseudogene,0.987941193,-1.681772048,,0,4.844442195,0,0,0,1.083204965,no_change,
947,WBGene00022755,nhr-250,ZK488.1,Live,pseudogene,0.988097317,-1.681999907,,2.046761613,0,2.798617323,0,0,1.083204965,no_change,
400,WBGene00012499,,Y24F12A.4,Live,pseudogene,4.473440926,-1.691568134,0.415089742,11.59831581,4.844442195,4.197925984,0,1.867141712,4.332819859,no_change,
1106,WBGene00044155,,Y7A5A.11,Live,pseudogene,4.458067757,-1.711176234,0.371606795,6.140284838,6.920631707,7.696197637,2.741677465,0,3.249614894,no_change,
1142,WBGene00044585,,C40H5.8,Live,pseudogene,10.403351,-1.713329141,0.218551605,15.00958516,22.14602146,11.19446929,1.370838733,1.867141712,10.83204965,no_change,
1173,WBGene00044809,,M04F3.6,Live,pseudogene,71.25854398,-1.715651481,0.005687358,89.37525709,168.8634137,68.56612441,34.27096832,44.8114011,21.66409929,down,
502,WBGene00014667,,C06A1.4,Live,pseudogene,1623.889447,-1.71699809,2.70E-14,2232.334666,2429.833792,2808.412483,782.7489163,759.9266769,730.0801462,down,
393,WBGene00012418,,Y7A9C.1,Live,pseudogene,84.13123416,-1.718534468,0.000570543,127.5814739,159.1745293,99.35091495,28.78761339,54.14710966,35.74576383,down,
1178,WBGene00044920,,F20G2.7,Live,pseudogene,22.7419288,-1.735541902,0.111129532,48.44002484,41.52379024,15.39239527,20.56258099,1.867141712,8.665639717,no_change,
29,WBGene00004246,puf-10,Y48G1BL.3,Live,pseudogene,324.5990497,-1.805865931,2.14E-07,491.9050409,443.6124924,577.2148228,102.8129049,192.3155964,139.7334404,down,
963,WBGene00023228,,BE0003N10.t2,Live,pseudogene,0.454835914,-1.817021992,,2.729015484,0,0,0,0,0,no_change,
1338,WBGene00077638,,Y6G8.13,Live,pseudogene,0.454835914,-1.817021992,,2.729015484,0,0,0,0,0,no_change,
1271,WBGene00050960,,T03E6.10,Live,pseudogene,0.461375447,-1.836172949,,0,2.768252683,0,0,0,0,no_change,
1389,WBGene00194885,,Y57G11C.1133,Live,pseudogene,0.461375447,-1.836172949,,0,2.768252683,0,0,0,0,no_change,
771,WBGene00018224,bath-18,F40B1.2,Live,pseudogene,5.951838888,-1.839541799,0.408920891,12.96282355,0,14.69274094,1.370838733,5.601425137,1.083204965,no_change,
61,WBGene00005327,srh-108,R08H2.11,Live,pseudogene,0.46643622,-1.850819035,,0,0,2.798617323,0,0,0,no_change,
72,WBGene00005380,srh-164,Y8A9A.1,Live,pseudogene,0.46643622,-1.850819035,,0,0,2.798617323,0,0,0,no_change,
658,WBGene00014967,,Y113G7A.2,Live,pseudogene,0.46643622,-1.850819035,,0,0,2.798617323,0,0,0,no_change,
1353,WBGene00077671,,K02E2.10,Live,pseudogene,0.46643622,-1.850819035,,0,0,2.798617323,0,0,0,no_change,
302,WBGene00009838,fbxa-187,F47H4.7,Live,pseudogene,13.11944974,-1.878643429,0.150370377,36.15945516,17.99364244,7.696197637,10.96670986,3.734283425,2.166409929,no_change,
1311,WBGene00077564,,C44H9.9,Live,pseudogene,1.859429455,-1.881539105,0.560248748,2.046761613,4.844442195,2.098962992,0,0,2.166409929,no_change,
1057,WBGene00023387,,Y67D2.t3,Live,pseudogene,1.859585578,-1.901166382,0.624290842,4.093523226,0,4.897580315,0,0,2.166409929,no_change,
293,WBGene00009651,,F43D2.2,Live,pseudogene,101.3662047,-1.943455679,0.004172269,133.7217587,154.3300871,193.8042496,9.595871128,69.08424336,47.66101845,down,
896,WBGene00021418,,Y38F2AL.6,Live,pseudogene,30.25347334,-1.960009424,0.010998751,38.88847064,67.82219073,37.08167953,8.225032396,18.67141712,10.83204965,no_change,
418,WBGene00012793,,Y43D4A.7,Live,pseudogene,2.284464316,-1.983334515,0.586338389,7.50479258,3.460315854,0,2.741677465,0,0,no_change,
1154,WBGene00044703,,F46C3.5,Live,pseudogene,4.800599815,-2.005469278,0.307963126,3.411269355,8.996821219,10.49481496,0,3.734283425,2.166409929,no_change,
279,WBGene00009295,fbxa-180,F31E9.1,Live,pseudogene,88.44188934,-2.020466601,0.001447541,178.7505142,112.1142337,135.0332858,65.80025917,20.53855884,18.4144844,down,
909,WBGene00021723,bath-8,Y49F6C.1,Live,pseudogene,1.266567878,-2.044344824,,0,6.228568536,0,1.370838733,0,0,no_change,
525,WBGene00014711,,C50F4.15,Live,pseudogene,1.21989411,-2.045995632,,0,5.536505366,0.699654331,0,0,1.083204965,no_change,
76,WBGene00005420,srh-210,D1065.4,Live,pseudogene,2.449826143,-2.048800377,0.442003281,2.729015484,6.920631707,2.098962992,0,1.867141712,1.083204965,no_change,
837,WBGene00019969,fpn-1.3,R08F11.6,Live,pseudogene,12.08224761,-2.088262137,0.217639231,17.05634677,22.83808463,18.89066693,13.70838733,0,0,no_change,
294,WBGene00009656,,F43G6.3,Live,pseudogene,208.2873283,-2.111436565,5.85E-10,294.7336722,321.8093744,397.4036598,64.42942043,93.35708562,77.99075746,down,
242,WBGene00008328,srz-43,C55A1.14,Live,pseudogene,0.568544892,-2.138691396,,3.411269355,0,0,0,0,0,no_change,
497,WBGene00014647,,B0399.t4,Live,pseudogene,0.568544892,-2.138691396,,3.411269355,0,0,0,0,0,no_change,
535,WBGene00014735,cyp-35D2,F14H3.13,Live,pseudogene,0.568544892,-2.138691396,,3.411269355,0,0,0,0,0,no_change,
612,WBGene00014890,,Y43F8C.t2,Live,pseudogene,0.568544892,-2.138691396,,3.411269355,0,0,0,0,0,no_change,
1011,WBGene00023306,,F59A7.10,Live,pseudogene,0.568544892,-2.138691396,,3.411269355,0,0,0,0,0,no_change,
700,WBGene00015874,,C17A2.6,Live,pseudogene,0.576719309,-2.158114328,,0,3.460315854,0,0,0,0,no_change,
85,WBGene00005468,srh-262,K10G4.7,Live,pseudogene,0.579249696,-2.164071542,,0,2.076189512,1.399308661,0,0,0,no_change,
60,WBGene00005326,srh-107,R08H2.12,Live,pseudogene,0.580145199,-2.166169517,,0.682253871,0,2.798617323,0,0,0,no_change,
807,WBGene00019181,,H10D18.6,Live,pseudogene,0.583045276,-2.172966581,,0,0,3.498271653,0,0,0,no_change,
971,WBGene00023240,,C23H5.4,Live,pseudogene,0.583045276,-2.172966581,,0,0,3.498271653,0,0,0,no_change,
1037,WBGene00023349,,T25D1.t1,Live,pseudogene,0.583045276,-2.172966581,,0,0,3.498271653,0,0,0,no_change,
774,WBGene00018326,cyp-25A5,F42A6.4,Live,pseudogene,2.186951511,-2.183383496,0.550242219,8.187046451,2.768252683,0,0,0,2.166409929,no_change,
383,WBGene00012098,fbxb-86,T27E9.8,Live,pseudogene,1.336503165,-2.199330138,,0,5.536505366,1.399308661,0,0,1.083204965,no_change,
826,WBGene00019569,,K09D9.12,Live,pseudogene,25.81730113,-2.218759705,0.026999534,23.87888548,40.83172707,62.26923543,1.370838733,16.80427541,9.748844682,no_change,
1143,WBGene00044606,,T07G12.14,Live,pseudogene,4.371394214,-2.225370911,0.394904763,10.91606193,0,10.49481496,0,3.734283425,1.083204965,no_change,
252,WBGene00008534,,F02H6.1,Live,pseudogene,20.29895221,-2.247018292,0.011461341,27.29015484,44.9841061,28.68582756,5.48335493,5.601425137,9.748844682,no_change,
851,WBGene00020304,fbxa-200,T07D3.1,Live,pseudogene,18.44377204,-2.317152389,0.021541032,42.98199387,14.53332659,34.2830622,4.112516198,9.335708562,5.416024823,no_change,
872,WBGene00020873,,T28A11.6,Live,pseudogene,10.31309296,-2.323862874,0.096391605,18.42085451,13.14920024,19.59032126,0,7.468566849,3.249614894,no_change,
318,WBGene00010371,,H06O01.4,Live,pseudogene,3.502493782,-2.385997015,0.345191592,4.093523226,9.68888439,3.498271653,0,3.734283425,0,no_change,
219,WBGene00007677,,C18D4.8,Live,pseudogene,49.32671212,-2.396724401,0.000987729,92.78652645,93.42852805,61.5695811,23.30425845,20.53855884,4.332819859,no_change,
1371,WBGene00185119,,F16H6.11,Live,pseudogene,0.682253871,-2.401547908,,4.093523226,0,0,0,0,0,no_change,
537,WBGene00014741,,F22B8.2,Live,pseudogene,0.688793404,-2.414647367,,1.364507742,2.768252683,0,0,0,0,no_change,
590,WBGene00014849,,VW02B12L.t1,Live,pseudogene,0.690428287,-2.41790545,,0.682253871,3.460315854,0,0,0,0,no_change,
506,WBGene00014674,,C12D8.2,Live,pseudogene,0.692063171,-2.421156993,,0,4.152379024,0,0,0,0,no_change,
829,WBGene00019706,,M01D7.1,Live,pseudogene,0.693854177,-2.424699346,,1.364507742,0,2.798617323,0,0,0,no_change,
156,WBGene00005966,srx-75,F41F3.5,Live,pseudogene,0.694223867,-2.425379835,,0.682253871,1.384126341,2.098962992,0,0,0,no_change,
603,WBGene00014874,,Y38H6A.4,Live,pseudogene,2.808865828,-2.457602314,0.347689566,10.91606193,1.384126341,2.098962992,1.370838733,0,1.083204965,no_change,
627,WBGene00014917,fbxa-122,Y53C10A.13,Live,pseudogene,60.30267684,-2.539195554,3.86E-06,96.1977958,119.7269285,93.75368031,23.30425845,9.335708562,19.49768936,down,
857,WBGene00020434,,T11F8.2,Live,pseudogene,35.17254527,-2.602497093,0.003122073,62.76735612,52.59680097,65.06785275,16.45006479,13.06999199,1.083204965,no_change,
964,WBGene00023229,,BE0003N10.t3,Live,pseudogene,0.795962849,-2.623810802,,4.775777096,0,0,0,0,0,no_change,
468,WBGene00013770,,Y113G7B.26,Live,pseudogene,0.801763003,-2.633843785,,3.411269355,0,1.399308661,0,0,0,no_change,
1193,WBGene00045027,,Y105C5A.31,Live,pseudogene,0.804663079,-2.638836452,,2.729015484,0,2.098962992,0,0,0,no_change,
173,WBGene00006095,str-29,C18B10.9,Live,pseudogene,0.807407033,-2.643554508,,0,4.844442195,0,0,0,0,no_change,
99,WBGene00005568,sri-56,T10D4.2,Live,pseudogene,0.809567729,-2.647175982,,0.682253871,2.076189512,2.098962992,0,0,0,no_change,
323,WBGene00010518,,K02E11.9,Live,pseudogene,0.809937419,-2.647882222,,0,3.460315854,1.399308661,0,0,0,no_change,
289,WBGene00009570,srz-65,F40D4.10,Live,pseudogene,0.816263386,-2.658649676,,0,0,4.897580315,0,0,0,no_change,
972,WBGene00023242,,C23H5.6,Live,pseudogene,0.816263386,-2.658649676,,0,0,4.897580315,0,0,0,no_change,
1105,WBGene00044130,,C05B5.10,Live,pseudogene,0.816263386,-2.658649676,,0,0,4.897580315,0,0,0,no_change,
761,WBGene00017933,,F29G9.7,Live,pseudogene,34.98803321,-2.668853731,0.000564981,34.11269355,70.59044341,76.96197637,15.07922606,5.601425137,7.582434753,no_change,
489,WBGene00014516,hpo-42,T10C6.8,Live,pseudogene,171.039628,-2.6695025,1.35E-05,290.640149,290.6665317,302.9503252,19.19174226,98.95851075,23.83050922,down,
450,WBGene00013535,gyg-3,Y73F8A.31,Live,pseudogene,11.57880878,-2.699583032,0.100121238,15.00958516,34.60315854,11.19446929,0,0,8.665639717,no_change,
1190,WBGene00045019,,Y37A1B.18,Live,pseudogene,13.33671388,-2.750017264,0.034513641,7.50479258,43.59997976,18.89066693,2.741677465,1.867141712,5.416024823,no_change,
593,WBGene00014853,,W02A11.t1,Live,pseudogene,0.909671828,-2.816356838,,5.458030967,0,0,0,0,0,no_change,
962,WBGene00023227,,BE0003N10.t1,Live,pseudogene,0.921272134,-2.833968808,,2.729015484,0,2.798617323,0,0,0,no_change,
1147,WBGene00044653,,T13F3.9,Live,pseudogene,0.932872441,-2.851375767,,0,0,5.597234645,0,0,0,no_change,
1408,WBGene00219279,,T24D5.11,Live,pseudogene,2.037578813,-2.883019154,0.432412651,2.046761613,0,9.095506299,0,0,1.083204965,no_change,
974,WBGene00023245,,C33E10.3,Live,pseudogene,3.48035592,-2.909356314,0.227532537,4.775777096,4.844442195,9.095506299,0,0,2.166409929,no_change,
576,WBGene00014822,,R11H6.6,Live,pseudogene,28.94315371,-2.933405762,0.003314849,32.7481858,71.28250658,48.97580315,0,13.06999199,7.582434753,no_change,
937,WBGene00022432,math-43,Y108F1.4,Live,pseudogene,6.976477416,-2.963473153,0.119311812,6.140284838,8.996821219,22.38893858,0,0,4.332819859,no_change,
1094,WBGene00044056,,Y53F4B.40,Live,pseudogene,2.286848566,-2.972076025,0.333917448,0.682253871,2.076189512,9.095506299,0,1.867141712,0,no_change,
1082,WBGene00044000,,Y75B8A.41,Live,pseudogene,2.205026906,-2.97291435,0.412170505,1.364507742,0,10.49481496,1.370838733,0,0,no_change,
1180,WBGene00044976,,T26H2.10,Live,pseudogene,1.037355376,-3.005139196,,1.364507742,3.460315854,1.399308661,0,0,0,no_change,
1048,WBGene00023370,,Y39A3B.t1,Live,pseudogene,1.046581419,-3.017455781,,0.682253871,0,5.597234645,0,0,0,no_change,
1145,WBGene00044639,,C24H12.12,Live,pseudogene,1.046581419,-3.017455781,,0.682253871,0,5.597234645,0,0,0,no_change,
189,WBGene00006285,str-259,C18B10.10,Live,pseudogene,1.049481496,-3.021364441,,0,0,6.296888976,0,0,0,no_change,
1306,WBGene00077537,,Y47H10A.6,Live,pseudogene,25.55551948,-3.116744894,0.000746182,41.61748613,38.06347439,57.37165511,9.595871128,5.601425137,1.083204965,no_change,
724,WBGene00016713,,C46E10.9,Live,pseudogene,17.96595525,-3.146910393,0.003718869,29.33691645,38.75553756,28.68582756,0,5.601425137,5.416024823,no_change,
307,WBGene00009991,,F53F4.8,Live,pseudogene,11.63700021,-3.192721929,0.016405334,26.60790097,13.84126341,22.38893858,0,3.734283425,3.249614894,no_change,
780,WBGene00018540,btb-21,F47C10.2,Live,pseudogene,55.40750756,-3.205286184,7.95E-08,103.7025884,115.5745495,79.7605937,6.854193663,16.80427541,9.748844682,down,
541,WBGene00014751,,F36G9.4,Live,pseudogene,4.119264765,-3.213176141,0.297046456,21.14987,0,1.399308661,0,0,2.166409929,no_change,
322,WBGene00010517,,K02E11.8,Live,pseudogene,1.271312866,-3.298413521,,0,6.228568536,1.399308661,0,0,0,no_change,
1114,WBGene00044217,,F23D12.9,Live,pseudogene,5.359465934,-3.372305057,0.115925441,1.364507742,13.14920024,14.69274094,0,1.867141712,1.083204965,no_change,
729,WBGene00016861,,C50H11.17,Live,pseudogene,1.377586808,-3.414576363,,2.729015484,5.536505366,0,0,0,0,no_change,
373,WBGene00011842,,T19C9.6,Live,pseudogene,1.384126341,-3.42117099,,0,8.304758049,0,0,0,0,no_change,
296,WBGene00009697,,F44F1.5,Live,pseudogene,7.141818717,-3.429481353,0.074144308,4.093523226,15.91745293,19.59032126,0,0,3.249614894,no_change,
451,WBGene00013537,,Y73F8A.33,Live,pseudogene,3.056482102,-3.514646732,0.177385118,4.775777096,10.38094756,2.098962992,0,0,1.083204965,no_change,
137,WBGene00005843,srw-96,K04F1.2,Live,pseudogene,1.49783532,-3.535127583,,0.682253871,8.304758049,0,0,0,0,no_change,
718,WBGene00016478,srt-72,C36C5.9,Live,pseudogene,1.499470203,-3.536648407,,0,8.996821219,0,0,0,0,no_change,
775,WBGene00018382,,F43C11.5,Live,pseudogene,1.499470203,-3.536648407,,0,8.996821219,0,0,0,0,no_change,
1407,WBGene00219238,,M151.9,Live,pseudogene,3.415238121,-3.624809921,0.149854897,9.551554193,2.076189512,6.996543307,0,1.867141712,0,no_change,
1377,WBGene00194657,,T07D10.10,Live,pseudogene,1.606639649,-3.636491496,,3.411269355,6.228568536,0,0,0,0,no_change,
1339,WBGene00077644,,Y37H2C.5,Live,pseudogene,1.614814065,-3.6435651,,0,9.68888439,0,0,0,0,no_change,
1120,WBGene00044262,,Y95D11A.2,Live,pseudogene,19.8747331,-3.7292513,0.0003894,30.01917032,33.21903219,47.57649449,5.48335493,1.867141712,1.083204965,no_change,
944,WBGene00022658,srh-188,ZK105.7,Live,pseudogene,1.737749087,-3.749208871,,0,6.228568536,4.197925984,0,0,0,no_change,
734,WBGene00017118,,E04A4.3,Live,pseudogene,1.839644192,-3.831773138,0.340224958,6.140284838,0,4.897580315,0,0,0,no_change,
