,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change,cat
768,WBGene00018127,,F36H12.14,Live,pseudogene,159.6508921,1.44884268,0.002641891,76.41243354,61.59362219,118.9412362,146.6797444,252.0641312,302.2141851,up,
295,WBGene00009693,,F44F1.1,Live,pseudogene,59.78080881,1.417537992,0.007085609,36.84170903,36.67934805,24.48790157,94.58787255,65.34995993,100.7380617,up,
361,WBGene00011617,,T08G3.4,Live,pseudogene,493.1876946,1.407813275,8.00E-07,242.2001242,287.2062158,280.5613866,571.6397515,774.8638106,802.6548788,up,
715,WBGene00016305,fbxc-57,C32B5.12,Live,pseudogene,10.47163458,1.407246717,0.241238315,8.869300322,4.152379024,4.197925984,8.225032396,16.80427541,20.58089433,no_change,
1310,WBGene00077561,,W05H12.3,Live,pseudogene,2.527439307,1.390924363,0.755156655,0,0,4.197925984,10.96670986,0,0,no_change,
833,WBGene00019912,,R06B10.1,Live,pseudogene,716.8090035,1.390747212,3.13E-05,473.4841864,268.5205102,445.6798086,918.4619509,985.8508241,1208.856741,up,
980,WBGene00023254,,C44C11.t2,Live,pseudogene,0.821494361,1.390449667,,0,0.692063171,0.699654331,1.370838733,0,2.166409929,no_change,
13,WBGene00002212,kin-31,B0523.1,Live,pseudogene,168.7576433,1.384447377,0.002138315,81.18821064,71.97456975,127.3370882,163.1298092,268.8684066,300.0477752,up,
465,WBGene00013707,,Y106G6E.3,Live,pseudogene,16.62191204,1.380355683,0.11841452,10.23380806,9.68888439,7.696197637,19.19174226,28.00712568,24.91371419,no_change,
12,WBGene00002006,hsp-2,K09C4.3,Live,pseudogene,256.4023938,1.368051975,7.85E-06,131.6749971,130.1078761,167.9170394,411.2516198,345.4212168,352.0416135,up,
397,WBGene00012485,fbxa-121,Y18D10A.18,Live,pseudogene,58.20603223,1.357530604,0.007796436,31.38367806,33.21903219,33.58340787,106.9254211,67.21710164,76.90755249,up,
443,WBGene00013363,nhr-240,Y60A3A.15,Live,pseudogene,3.615819856,1.352152148,0.623402463,4.775777096,0,1.399308661,6.854193663,0,8.665639717,no_change,
1395,WBGene00195254,,H16D19.6,Live,pseudogene,8.549938001,1.352150049,0.439516918,8.869300322,5.536505366,0,19.19174226,11.20285027,6.499229788,no_change,
924,WBGene00022082,,Y69A2AR.11,Live,pseudogene,6.923566786,1.349930621,0.447675868,4.775777096,2.076189512,4.897580315,24.67509719,1.867141712,3.249614894,no_change,
1095,WBGene00044057,,F18A11.7,Live,pseudogene,4.134058517,1.349804337,0.549216946,2.046761613,0,4.897580315,8.225032396,7.468566849,2.166409929,no_change,
911,WBGene00021746,,Y50D4B.7,Live,pseudogene,5.333800298,1.347567977,0.548970912,0,2.768252683,6.296888976,17.82090352,1.867141712,3.249614894,no_change,
1113,WBGene00044216,,C47E8.10,Live,pseudogene,96.30951014,1.339564985,0.002179465,65.49637161,38.75553756,59.47061811,131.6005183,136.301345,146.2326702,up,
412,WBGene00012680,,Y39B6A.21,Live,pseudogene,147.1497109,1.337074419,0.000412223,73.00116419,81.66345415,95.8526433,165.8714866,218.4555803,248.0539369,up,
692,WBGene00015616,,C08G5.3,Live,pseudogene,94.04499252,1.335049691,0.003114212,62.08510225,36.67934805,61.5695811,127.4880021,126.9656364,149.4822851,up,
250,WBGene00008487,,F01D4.3,Live,pseudogene,111.3906588,1.324167202,0.004335346,57.30932516,47.75235878,86.05748267,135.7130345,140.0356284,201.4761234,up,
297,WBGene00009752,,F46A8.9,Live,pseudogene,38.26209185,1.308035589,0.036123538,23.87888548,19.37776878,23.08859291,63.0585817,37.34283425,62.82588795,no_change,
235,WBGene00008083,cyp-29A1,C44C10.2,Live,pseudogene,5.242056789,1.305418511,0.480219919,4.093523226,0.692063171,4.197925984,10.96670986,9.335708562,2.166409929,no_change,
741,WBGene00017415,,F13A2.6,Live,pseudogene,15.11883686,1.293768295,0.254169042,10.23380806,4.844442195,11.19446929,39.75432325,14.9371337,9.748844682,no_change,
332,WBGene00010921,fbxb-4,M117.5,Live,pseudogene,8.314999776,1.286068463,0.335308309,8.187046451,3.460315854,2.798617323,13.70838733,13.06999199,8.665639717,no_change,
309,WBGene00010095,,F55C5.6,Live,pseudogene,3.098525126,1.274033882,0.722614473,5.458030967,0,0,10.96670986,0,2.166409929,no_change,
258,WBGene00008791,,F14D7.4,Live,pseudogene,4.659209948,1.256988219,0.553846075,6.140284838,2.076189512,0,6.854193663,7.468566849,5.416024823,no_change,
809,WBGene00019278,,K01A2.3,Live,pseudogene,39.58920853,1.256050587,0.147098544,31.38367806,6.920631707,31.48444488,47.97935564,84.02137705,35.74576383,no_change,
238,WBGene00008192,,C49C3.2,Live,pseudogene,84.23449197,1.231468323,0.006841878,50.48678645,48.44442195,51.77442047,86.36284016,143.7699118,124.5685709,up,
827,WBGene00019575,,K09E3.4,Live,pseudogene,3.854028902,1.223617077,0.682409527,1.364507742,0,5.597234645,15.07922606,0,1.083204965,no_change,
949,WBGene00022763,,ZK546.7,Live,pseudogene,74.10610132,1.221235276,0.06047749,58.6738329,20.06983195,54.57303779,65.80025917,130.6999199,114.8197263,no_change,
890,WBGene00021265,,Y22D7AR.12,Live,pseudogene,358.1110423,1.208517938,4.39E-05,238.106601,171.6316663,239.2817811,497.6144599,492.9254121,509.1063334,up,
1261,WBGene00050927,,B0250.12,Live,pseudogene,30.00042442,1.207093518,0.160451907,21.83212387,16.6095161,16.09204961,76.76696903,20.53855884,28.16332908,no_change,
841,WBGene00020065,clec-159,R13F6.2,Live,pseudogene,3.068052123,1.203515105,0.698767065,0,2.076189512,3.498271653,10.96670986,1.867141712,0,no_change,
713,WBGene00016301,fbxc-6,C32B5.8,Live,pseudogene,4.519558334,1.19528447,0.531223368,5.458030967,1.384126341,1.399308661,2.741677465,7.468566849,8.665639717,no_change,
784,WBGene00018648,,F49F1.8,Live,pseudogene,41.55982142,1.189694313,0.063070736,26.60790097,17.99364244,31.48444488,76.76696903,46.67854281,49.82742838,no_change,
709,WBGene00016224,fbxa-57,C29F9.10,Live,pseudogene,43.70732793,1.18842274,0.074401888,21.83212387,31.83490585,26.58686457,89.10451762,35.47569253,57.40986313,no_change,
494,WBGene00014641,,B0285.11,Live,pseudogene,52.39858413,1.185264993,0.032711332,39.57072451,33.91109537,22.38893858,74.02529156,78.41995192,66.07550285,up,
704,WBGene00015991,,C18H2.4,Live,pseudogene,153.7526651,1.185147645,0.024403016,125.5347122,58.13330634,97.95160629,123.3754859,265.1341231,252.3867568,up,
708,WBGene00016211,sdz-3,C29F5.2,Live,pseudogene,61.45956173,1.166131782,0.041619573,53.21580193,24.22221098,36.38202519,97.32955002,70.95138507,86.65639717,up,
368,WBGene00011714,,T11F9.13,Live,pseudogene,12.53438116,1.158237816,0.434545267,15.69183903,1.384126341,6.296888976,5.48335493,14.9371337,31.41294398,no_change,
797,WBGene00018993,nhr-266,F56H1.2,Live,pseudogene,36.38512059,1.145477128,0.202182392,34.11269355,8.304758049,25.88721023,35.64180705,29.8742674,84.48998725,no_change,
347,WBGene00011369,,T02C12.4,Live,pseudogene,146.852436,1.140227908,0.017471144,66.17862548,139.7967605,69.26577874,220.705036,171.7770375,213.391378,up,
224,WBGene00007821,clec-201,C30H6.3,Live,pseudogene,4.13885981,1.137313593,0.683355727,0,4.152379024,3.498271653,4.112516198,13.06999199,0,no_change,
914,WBGene00021819,,Y53G8B.3,Live,pseudogene,119.7458197,1.132154183,0.00717392,71.63665645,63.66981171,89.55575433,126.1171634,194.1827381,173.3127943,up,
995,WBGene00023276,,F25B4.3,Live,pseudogene,1.063263579,1.114215067,,2.046761613,0,0,0,0,4.332819859,no_change,
386,WBGene00012189,,W02A2.4,Live,pseudogene,51.26150979,1.112384217,0.099781007,42.98199387,14.53332659,39.88029685,76.76696903,59.74853479,73.6579376,no_change,
813,WBGene00019379,,K04A8.10,Live,pseudogene,6.851085719,1.106861359,0.569521017,6.822538709,0,6.296888976,12.33754859,3.734283425,11.91525461,no_change,
691,WBGene00015614,,C08G5.1,Live,pseudogene,20.20891436,1.106668445,0.339228272,19.10310839,2.768252683,16.79170394,35.64180705,11.20285027,35.74576383,no_change,
1081,WBGene00043993,,T26G10.6,Live,pseudogene,3.962520984,1.091968019,0.760269618,0,7.612694878,0,15.07922606,0,1.083204965,no_change,
825,WBGene00019568,,K09D9.11,Live,pseudogene,118.047927,1.089601762,0.009621986,69.58989483,74.05075927,83.25886535,128.8588409,145.6370536,206.8921483,up,
600,WBGene00014870,,Y37H9A.4,Live,pseudogene,27.73966304,1.08489479,0.2515172,17.73860064,29.75871634,5.597234645,32.90012958,52.27996794,28.16332908,no_change,
918,WBGene00021971,,Y57G7A.8,Live,pseudogene,18.9655784,1.083988848,0.254503713,15.00958516,15.91745293,5.597234645,32.90012958,20.53855884,23.83050922,no_change,
321,WBGene00010402,,H16D19.4,Live,pseudogene,6.434330015,1.079598169,0.488474167,7.50479258,2.076189512,2.798617323,8.225032396,9.335708562,8.665639717,no_change,
894,WBGene00021360,,Y37E11AL.4,Live,pseudogene,29.75182435,1.068141702,0.156897757,27.29015484,16.6095161,13.99308661,43.86683944,28.00712568,48.74422341,no_change,
751,WBGene00017701,,F22D3.5,Live,pseudogene,10.27988145,1.067672916,0.428738096,8.869300322,6.228568536,4.897580315,27.41677465,5.601425137,8.665639717,no_change,
1176,WBGene00044909,,C48D1.7,Live,pseudogene,40.89876071,1.064218145,0.267849665,36.84170903,4.152379024,38.48098819,53.46271057,48.54568452,63.90909292,no_change,
355,WBGene00011549,,T06G6.8,Live,pseudogene,11.06305423,1.061139307,0.442972565,11.59831581,1.384126341,8.395851968,9.595871128,22.40570055,12.99845958,no_change,
193,WBGene00007074,,AC8.2,Live,pseudogene,6.707325402,1.06105196,0.50446574,7.50479258,3.460315854,2.098962992,15.07922606,5.601425137,6.499229788,no_change,
1409,WBGene00219292,,ZK1320.14,Live,pseudogene,2.55148378,1.053362596,0.761003718,0,0.692063171,4.197925984,0,9.335708562,1.083204965,no_change,
308,WBGene00010092,,F55C5.2,Live,pseudogene,213.520436,1.04186082,0.030133528,157.6006442,142.5650132,118.9412362,154.9047768,298.742674,408.3682717,up,
885,WBGene00021151,,Y4C6A.1,Live,pseudogene,109.1255227,1.04078982,0.011180121,61.40284838,66.43806439,86.05748267,152.1630993,158.7070455,129.9845958,up,
1247,WBGene00045404,,C06C3.11,Live,pseudogene,37.76042266,1.035086623,0.150872999,39.57072451,18.68570561,16.09204961,57.57522677,44.8114011,49.82742838,no_change,
239,WBGene00008193,,C49C3.3,Live,pseudogene,0.294243139,1.023008236,,0.682253871,0,0,0,0,1.083204965,no_change,
456,WBGene00013624,srbc-80,Y102A5C.20,Live,pseudogene,0.294243139,1.023008236,,0.682253871,0,0,0,0,1.083204965,no_change,
538,WBGene00014744,,F25H9.9,Live,pseudogene,0.342182101,1.023008236,,0.682253871,0,0,1.370838733,0,0,no_change,
1039,WBGene00023352,,T28B4.t2,Live,pseudogene,0.42779934,1.023008236,,0,0,0.699654331,0,1.867141712,0,no_change,
1283,WBGene00077441,,C43D7.10,Live,pseudogene,0.295878023,1.023008236,,0,0.692063171,0,0,0,1.083204965,no_change,
1298,WBGene00077502,,AC3.11,Live,pseudogene,0.42779934,1.023008236,,0,0,0.699654331,0,1.867141712,0,no_change,
217,WBGene00007667,fbxa-97,C18B12.5,Live,pseudogene,24.47029213,1.019983372,0.370133532,6.140284838,35.29522171,6.996543307,16.45006479,42.94425938,38.99537873,no_change,
1118,WBGene00044226,,K08E5.4,Live,pseudogene,4.226698653,1.01835314,0.724766788,5.458030967,0,2.798617323,0,14.9371337,2.166409929,no_change,
717,WBGene00016470,srab-5,C36C5.1,Live,pseudogene,0.687264278,1.001742071,,0.682253871,0,0.699654331,2.741677465,0,0,no_change,
1346,WBGene00077659,,F11D11.19,Live,pseudogene,1.38840677,0.996972032,,2.729015484,0,0,0,5.601425137,0,no_change,
1429,WBGene00235281,,Y4C6A.68,Live,pseudogene,81.80009388,0.993245052,0.056350626,40.93523226,74.05075927,48.97580315,132.9713571,108.2942193,85.57319221,no_change,
925,WBGene00022085,,Y69A2AR.14,Live,pseudogene,167.9672119,0.992235388,0.007615064,118.7121735,111.4221705,107.7467669,249.4926493,168.0427541,252.3867568,no_change,
683,WBGene00015441,arrd-21,C04E12.12,Live,pseudogene,11.27996735,0.98409965,0.584383685,12.96282355,0,9.795160629,28.78761339,7.468566849,8.665639717,no_change,
1055,WBGene00023385,,Y67D2.t1,Live,pseudogene,1.013385542,0.976069256,,2.046761613,0,0,0,1.867141712,2.166409929,no_change,
362,WBGene00011619,,T08G3.7,Live,pseudogene,197.9891537,0.973700488,0.006594901,126.2169661,115.5745495,158.8215331,217.9633585,293.1412488,276.217266,no_change,
767,WBGene00018125,rmd-4,F36H12.11,Live,pseudogene,23.30546841,0.947962782,0.320189516,8.187046451,22.83808463,16.79170394,15.07922606,33.60855082,43.32819859,no_change,
1277,WBGene00050974,,Y6G8.9,Live,pseudogene,6.610783667,0.928249511,0.590273273,2.729015484,8.304758049,2.798617323,10.96670986,1.867141712,12.99845958,no_change,
487,WBGene00014309,,F07H5.5,Live,pseudogene,15165.64856,0.92451051,8.56E-06,10324.54783,10815.56323,10259.03145,20188.34202,18439.89155,20966.5153,no_change,
205,WBGene00007199,,B0513.7,Live,pseudogene,30.1006265,0.900306562,0.361299029,18.42085451,38.06347439,6.296888976,42.49600071,50.41282623,24.91371419,no_change,
877,WBGene00020991,,W03D8.10,Live,pseudogene,206.6414247,0.88637981,0.010349761,157.6006442,143.9491395,133.6339772,216.5925198,291.2741071,296.7981603,no_change,
958,WBGene00023209,,ZC513.7,Live,pseudogene,1202.436646,0.885218401,0.007504218,755.937289,779.9551934,998.4067299,2056.258099,1314.467765,1309.594802,no_change,
923,WBGene00022079,,Y69A2AR.8,Live,pseudogene,518.9401604,0.868835837,0.004270875,403.2120377,283.7459,414.8950181,647.0358818,662.8353079,701.9168171,no_change,
722,WBGene00016666,,C45E5.3,Live,pseudogene,9.042833269,0.851586827,0.587085565,5.458030967,8.304758049,5.597234645,26.04593592,5.601425137,3.249614894,no_change,
747,WBGene00017533,fbxa-178,F17A9.1,Live,pseudogene,63.69286756,0.849116271,0.120457782,40.25297838,33.91109537,62.26923543,86.36284016,80.28709363,79.07396242,no_change,
1130,WBGene00044397,nspc-8,F42F12.12,Live,pseudogene,13.87036796,0.843085051,0.484486366,3.411269355,16.6095161,9.795160629,23.30425845,14.9371337,15.16486951,no_change,
1125,WBGene00044279,grl-32,T24A6.21,Live,pseudogene,10.04877433,0.824428729,0.70005269,20.46761613,1.384126341,0,8.225032396,7.468566849,22.74730426,no_change,
1090,WBGene00044042,,Y46G5A.37,Live,pseudogene,14.76852384,0.820492122,0.628370304,4.775777096,9.68888439,17.49135827,0,31.74140911,24.91371419,no_change,
59,WBGene00005325,srh-106,R08H2.14,Live,pseudogene,0.963507506,0.819847248,,2.046761613,0,0,0,3.734283425,0,no_change,
228,WBGene00007899,,C33D9.5,Live,pseudogene,43.24293015,0.812845015,0.270656919,40.93523226,35.98728488,17.49135827,74.02529156,33.60855082,57.40986313,no_change,
420,WBGene00012870,,Y45F10B.2,Live,pseudogene,54.10273102,0.795332179,0.218632368,57.99157903,22.14602146,38.48098819,61.68774297,72.81852678,71.49152767,no_change,
567,WBGene00014798,,K05D4.1,Live,pseudogene,0.972207736,0.786691265,,0,0,2.098962992,0,3.734283425,0,no_change,
1077,WBGene00043053,,F47H4.12,Live,pseudogene,90.39208201,0.785623224,0.090094089,75.0479258,73.3586961,50.37511181,109.6670986,128.8327782,105.0708816,no_change,
486,WBGene00014308,,F07H5.4,Live,pseudogene,525.9378442,0.782210251,0.009589353,391.6137219,438.0759871,330.9364984,770.4113677,584.415356,640.1741341,no_change,
467,WBGene00013763,,Y113G7B.14,Live,pseudogene,232.8599138,0.77481269,0.048561496,202.6293997,191.0094351,121.7398535,342.7096832,272.60269,266.4684213,no_change,
413,WBGene00012690,,Y39B6A.31,Live,pseudogene,128.4259485,0.76853603,0.097237332,109.1606193,97.58090707,77.6616307,115.1504535,212.8541552,158.1479248,no_change,
845,WBGene00020145,got-1.1,T01C8.4,Live,pseudogene,3.403135359,0.761479175,0.8016537,5.458030967,2.076189512,0,0,7.468566849,5.416024823,no_change,
973,WBGene00023244,,C24H12.3,Live,pseudogene,0.594286432,0.756019683,,0,0,1.399308661,0,0,2.166409929,no_change,
982,WBGene00023257,,C50A2.t2,Live,pseudogene,0.594286432,0.756019683,,0,0,1.399308661,0,0,2.166409929,no_change,
814,WBGene00019384,,K04F1.1,Live,pseudogene,28.41696414,0.741797855,0.524270171,3.411269355,26.29840049,34.2830622,52.09187184,18.67141712,35.74576383,no_change,
390,WBGene00012368,fbxa-93,W09G3.5,Live,pseudogene,67.9521988,0.739563091,0.197470257,63.44961,40.1396639,49.67545748,102.8129049,54.14710966,97.48844682,no_change,
330,WBGene00010804,,M01E5.1,Live,pseudogene,11.30549712,0.733675653,0.542204782,9.551554193,4.844442195,11.19446929,13.70838733,11.20285027,17.33127943,no_change,
246,WBGene00008351,,cTel7X.1,Live,pseudogene,3.373144595,0.73008755,0.812818423,0,1.384126341,6.296888976,8.225032396,0,4.332819859,no_change,
1375,WBGene00194650,,C36A4.14,Live,pseudogene,31.88509135,0.723684632,0.484426534,44.34650161,11.07301073,16.79170394,69.91277536,24.27284226,24.91371419,no_change,
257,WBGene00008723,,F12F6.8,Live,pseudogene,6.720201218,0.71607599,0.727729451,12.28056968,0.692063171,2.098962992,4.112516198,16.80427541,4.332819859,no_change,
220,WBGene00007715,,C25D7.2,Live,pseudogene,14.38281998,0.715680689,0.66153611,17.05634677,2.768252683,12.59377795,1.370838733,37.34283425,15.16486951,no_change,
398,WBGene00012493,,Y20C6A.3,Live,pseudogene,0.882729418,0.705776652,,2.046761613,0,0,0,0,3.249614894,no_change,
706,WBGene00016076,,C24H12.7,Live,pseudogene,0.882729418,0.705776652,,2.046761613,0,0,0,0,3.249614894,no_change,
1397,WBGene00195257,,W01A8.10,Live,pseudogene,20.01667577,0.704456234,0.618570396,10.91606193,2.076189512,32.88375354,35.64180705,9.335708562,29.24653405,no_change,
948,WBGene00022760,,ZK546.3,Live,pseudogene,660.2525516,0.690919305,0.053253911,385.4734371,629.0854222,500.2528464,648.4067205,965.3122653,832.9846178,no_change,
2,WBGene00000191,arl-7,F20D1.5,Live,pseudogene,29.84034316,0.679863275,0.574700525,42.98199387,4.844442195,20.98962992,12.33754859,44.8114011,53.07704327,no_change,
1104,WBGene00044128,,BE10.6,Live,pseudogene,89.8185989,0.675072616,0.192322638,65.49637161,92.04440171,49.67545748,123.3754859,119.4970696,88.8228071,no_change,
71,WBGene00005379,srh-163,D1054.16,Live,pseudogene,0.891429648,0.672748309,,0,0,2.098962992,0,0,3.249614894,no_change,
1121,WBGene00044267,,F41D3.12,Live,pseudogene,1.490611797,0.670153977,,0,3.460315854,0,5.48335493,0,0,no_change,
262,WBGene00008842,chil-28,F15A4.8,Live,pseudogene,4.471835392,0.667720493,0.874032658,0,10.38094756,0,16.45006479,0,0,no_change,
1108,WBGene00044170,,Y51B9A.10,Live,pseudogene,2.989680278,0.667362594,0.862436648,0,6.920631707,0,0,5.601425137,5.416024823,no_change,
1368,WBGene00175025,,F14E5.7,Live,pseudogene,27.65374789,0.665856423,0.474514727,21.14987,17.99364244,24.48790157,37.01264578,52.27996794,12.99845958,no_change,
1376,WBGene00194652,,F15H9.8,Live,pseudogene,6.867742059,0.656841185,0.725126892,2.046761613,9.68888439,4.197925984,1.370838733,13.06999199,10.83204965,no_change,
836,WBGene00019934,,R07C12.4,Live,pseudogene,18.56263012,0.646208146,0.625680099,23.87888548,13.14920024,6.296888976,4.112516198,33.60855082,30.32973901,no_change,
1367,WBGene00164983,,C36A4.12,Live,pseudogene,17.93500087,0.645898737,0.588788167,12.96282355,15.22538976,13.99308661,42.49600071,5.601425137,17.33127943,no_change,
746,WBGene00017529,,F16G10.15,Live,pseudogene,21.25704588,0.615333131,0.547235254,23.87888548,20.06983195,6.296888976,24.67509719,29.8742674,22.74730426,no_change,
405,WBGene00012572,,Y37H2B.1,Live,pseudogene,6.660989997,0.605989696,0.695316944,4.775777096,6.920631707,4.197925984,6.854193663,7.468566849,9.748844682,no_change,
1179,WBGene00044951,,2RSSE.3,Live,pseudogene,2.888675207,0.604595771,0.858950082,6.822538709,0,0,2.741677465,5.601425137,2.166409929,no_change,
20,WBGene00003460,msp-71,F59A6.8,Live,pseudogene,298.3390702,0.604459,0.083270381,216.956731,256.0633732,237.1828181,278.2802627,392.0997596,409.4514767,no_change,
207,WBGene00007300,,C04F12.6,Live,pseudogene,32.78241143,0.597798066,0.422917691,19.78536226,22.83808463,35.68237086,32.90012958,41.07711767,44.41140355,no_change,
77,WBGene00005431,srh-221,C04F2.2,Live,pseudogene,1.14025528,0.596685388,,2.729015484,0,0,4.112516198,0,0,no_change,
1085,WBGene00044036,,ZK673.12,Live,pseudogene,3.17437997,0.59370434,0.858480361,2.046761613,5.536505366,0,9.595871128,1.867141712,0,no_change,
828,WBGene00019672,,K12B6.8,Live,pseudogene,111.3352556,0.58472402,0.222924846,102.3380806,74.05075927,91.65471732,124.7463247,100.8256525,174.3959993,no_change,
359,WBGene00011607,,T08D2.2,Live,pseudogene,109.3483305,0.577689949,0.2623209,73.68341806,96.19678073,93.75368031,185.0632289,91.4899439,115.9029312,no_change,
666,WBGene00014979,,ZC47.11,Live,pseudogene,1.683702674,0.577622869,,3.411269355,0,0.699654331,2.741677465,0,3.249614894,no_change,
1243,WBGene00045347,,C14A6.9,Live,pseudogene,1.127094521,0.561526568,,2.729015484,0,0,0,1.867141712,2.166409929,no_change,
1117,WBGene00044224,,F17C8.8,Live,pseudogene,11.10567645,0.560530408,0.740688367,18.42085451,1.384126341,6.996543307,20.56258099,14.9371337,4.332819859,no_change,
1441,WBGene00235377,,CE7X_3.4,Live,pseudogene,8.352532832,0.54961601,0.786386369,3.411269355,6.920631707,9.795160629,0,22.40570055,7.582434753,no_change,
842,WBGene00020075,math-35,R52.3,Live,pseudogene,187.836433,0.549075886,0.211830326,196.4891148,136.3364446,124.5384709,281.0219402,210.9870135,177.6456142,no_change,
433,WBGene00013113,,Y51H4A.19,Live,pseudogene,14.14478452,0.548450765,0.658418091,10.91606193,19.37776878,4.197925984,19.19174226,14.9371337,16.24807447,no_change,
1200,WBGene00045062,,Y38H8A.8,Live,pseudogene,13.28313226,0.543754373,0.729792242,12.28056968,9.68888439,10.49481496,38.38348451,5.601425137,3.249614894,no_change,
459,WBGene00013638,,Y105C5A.14,Live,pseudogene,162.0280471,0.520681537,0.290614342,115.9831581,180.6284876,102.8491866,137.0838733,201.6513049,233.9722724,no_change,
275,WBGene00009104,,F25C8.1,Live,pseudogene,9.460543844,0.520376157,0.755535953,16.3740929,3.460315854,3.498271653,4.112516198,13.06999199,16.24807447,no_change,
1153,WBGene00044702,,F46C3.4,Live,pseudogene,39.59679146,0.517273224,0.472895121,30.01917032,40.83172707,27.2865189,57.57522677,29.8742674,51.9938383,no_change,
934,WBGene00022249,,Y73B6BL.28,Live,pseudogene,3.404023861,0.511898363,0.854209424,0,5.536505366,2.798617323,1.370838733,7.468566849,3.249614894,no_change,
24,WBGene00004009,pgp-15,F22E10.4,Live,pseudogene,12.24983267,0.510777878,0.747928427,22.51437774,4.844442195,2.798617323,6.854193663,22.40570055,14.08166454,no_change,
1251,WBGene00045509,,T07D10.8,Live,pseudogene,120.4266557,0.50939718,0.264510918,96.88004967,92.73646488,108.4464213,101.4420662,160.5741873,162.4807447,no_change,
1442,WBGene00235381,,Y74C9A.9,Live,pseudogene,45.31596139,0.501636475,0.432329305,34.11269355,35.98728488,41.97925984,45.23767818,69.08424336,45.49460852,no_change,
922,WBGene00022023,,Y64H9A.1,Live,pseudogene,3.412206332,0.49811468,0.898467216,0,0,8.395851968,2.741677465,9.335708562,0,no_change,
805,WBGene00019135,math-32,F59H6.4,Live,pseudogene,62.22735748,0.494138588,0.432439631,50.48678645,40.1396639,64.36819842,46.60851691,84.02137705,87.73960214,no_change,
954,WBGene00023036,,F39E9.10,Live,pseudogene,98.60728502,0.484196194,0.342072015,60.72059451,77.51107512,108.4464213,131.6005183,108.2942193,105.0708816,no_change,
1354,WBGene00077687,,Y52B11A.14,Live,pseudogene,9.360027536,0.481362646,0.774651966,8.187046451,1.384126341,13.99308661,15.07922606,5.601425137,11.91525461,no_change,
891,WBGene00021273,,Y23H5B.2,Live,pseudogene,38.33132983,0.475461103,0.582500819,27.29015484,48.44442195,20.28997559,23.30425845,59.74853479,50.91063334,no_change,
402,WBGene00012519,,Y32B12A.4,Live,pseudogene,7.617763667,0.47424141,0.802289394,8.187046451,1.384126341,9.795160629,8.225032396,1.867141712,16.24807447,no_change,
556,WBGene00014772,,F56D5.4,Live,pseudogene,319.5078613,0.474119043,0.212987255,240.8356164,222.1522778,340.0320047,424.9600071,309.9455242,379.1217376,no_change,
889,WBGene00021234,irld-16,Y19D10B.5,Live,pseudogene,4.31010463,0.47382132,0.896438727,10.91606193,0,0,4.112516198,0,10.83204965,no_change,
1144,WBGene00044632,,Y73F8A.37,Live,pseudogene,31.88868033,0.471583774,0.592021229,27.97240871,17.99364244,34.2830622,58.9460655,26.13998397,25.99691915,no_change,
488,WBGene00014375,,F44D12.11,Live,pseudogene,46.13521556,0.45029525,0.464908413,36.84170903,39.44760073,40.57995118,43.86683944,59.74853479,56.32665816,no_change,
940,WBGene00022587,,ZC317.1,Live,pseudogene,41.67244668,0.449697873,0.601543849,46.39326322,17.30157927,41.97925984,72.65445283,39.20997596,32.49614894,no_change,
122,WBGene00005747,srv-36,F57G8.8,Live,pseudogene,1.37963404,0.44376534,,0,3.460315854,0,0,3.734283425,1.083204965,no_change,
1259,WBGene00050920,,Y54H5A.5,Live,pseudogene,32.76160049,0.429299778,0.674100856,14.32733129,17.99364244,51.07476614,26.04593592,57.88139308,29.24653405,no_change,
499,WBGene00014660,,B0457.3,Live,pseudogene,62.30876324,0.42497373,0.512287852,41.61748613,47.06029561,70.6650874,47.97935564,89.62280219,76.90755249,no_change,
791,WBGene00018807,fbxa-146,F54D10.6,Live,pseudogene,60.0387542,0.410638492,0.496061395,62.76735612,36.67934805,55.27269212,61.68774297,69.08424336,74.74114256,no_change,
941,WBGene00022622,,ZC477.10,Live,pseudogene,74.53127661,0.406738913,0.486202251,65.49637161,50.52061146,76.26232204,58.9460655,95.22422733,100.7380617,no_change,
693,WBGene00015640,,C09E7.6,Live,pseudogene,446.0444679,0.405954142,0.161039019,406.6233071,368.86967,375.7143756,551.0771705,485.4568452,488.5254391,no_change,
1093,WBGene00044054,,C04H5.9,Live,pseudogene,1.852259837,0.403045427,0.917950634,0.682253871,4.152379024,0,4.112516198,0,2.166409929,no_change,
672,WBGene00014992,,ZK1025.1,Live,pseudogene,8.272090314,0.399551028,0.828283984,4.775777096,6.228568536,10.49481496,21.93341972,1.867141712,4.332819859,no_change,
1205,WBGene00045077,,Y71A12B.18,Live,pseudogene,72.35392,0.399005526,0.542731122,73.68341806,41.52379024,72.06439606,117.892131,67.21710164,61.74268299,no_change,
812,WBGene00019374,,K04A8.2,Live,pseudogene,1.829289778,0.390105807,0.931048886,4.775777096,0,0,0,1.867141712,4.332819859,no_change,
1131,WBGene00044398,nspc-11,F42F12.13,Live,pseudogene,3.25759402,0.383980523,0.920836954,0,4.844442195,3.498271653,0,11.20285027,0,no_change,
770,WBGene00018199,,F39E9.7,Live,pseudogene,40.35744753,0.381736939,0.591405788,41.61748613,27.68252683,35.68237086,34.27096832,54.14710966,48.74422341,no_change,
